steamid,personaname
76561197962940525,razr
76561197962940793,Jer
76561197962940835,FaustOne!
76561197962940892,z4p1L
76561197962940978,ÐœapÐ¸aÐºÑ
76561197962940980,Nashou
76561197962941178,Gordon
76561197962941511,Getchu-Milky-
76561197962941546,3DMAX.oskar
76561197962941555,sicariustresante
76561197962941588,[n3G] !nV4d3r
76561197962941608,Curumithrandir
76561197962941664,gstatus
76561197962941757,ben
76561197962941944,ENTI
76561197962941949,E.
76561197962941976,Siryu
76561197962942094,B4NG BR0Z
76561197962942143,EntroX
76561197962942314,ForskEvo
76561197962942476,Alarune
76561197962943025,Aronsson
76561197962943145,Baumi
76561197962943230,Natan
76561197962943288,Thrillo
76561197962943314,Celesty N3xt Gaming
76561197962943346,XxMajinDiabloxX
76561197962943611,Angelisdarker
76561197962943923,PlasticillusioN
76561197962944054,HaNylanda
76561197962944129,maffe
76561197962944141,H$ HELLE
76561197962944426,Magical Bulge
76561197962944577,Thorson
76561197962944601,aNONZ
76561197962944656,Master Zeik
76561197962944694,NoName
76561197962944720,Facemelter J
76561197962945025,veldje
76561197962945132,PaNiC/Nico[WW1:S Dev]
76561197962945322,[war] xtra.orange
76561197962945374,Minus The Bear
76561197962945570,dchorney
76561197962945618,Maggefus
76561197962945773,JaGa
76561197962945944,Myjoysr
76561197962946008,draupnir
76561197962946097,| TheGlitch |
76561197962946126,9999999999999999999999999999
76561197962946150,[MG]Æ§Ï¸Ð†Ï¸â„¢
76561197962946309,Amped88
76561197962946383,Wampie9
76561197962946409,nextlivee
76561197962946548,mark
76561197962946612,blight
76561197962946620,scott09
76561197962946670,Lundgren o.O
76561197962946731,Kordox
76561197962946741,BRADEN
76561197962947158,controlinsane
76561197962947164,King Cobra
76561197962947214,KongoWarrior
76561197962947356,NFH
76561197962947395,Jonas-Mittnick
76561197962947657,grom214
76561197962947711,stabil
76561197962947729,Sleepy
76561197962947800,Bathroom Security
76561197962947989,Blehgopie
76561197962948104,Theodore Kurita
76561197962948128,Laggmester
76561197962948314,ToMpy^^
76561197962948538,Filarmo
76561197962948543,mecca
76561197962948638,Vapor81
76561197962948682,Logan
76561197962948694,motheRfuckerÃŸ
76561197962948842,[-F69-]bl00k
76561197962948855,hello
76561197962949017,muchimuch
76561197962949025,Jomo
76561197962949102,Delirious Anvil
76561197962949295,Einhorn ze Grottulf
76561197962949328,Orion
76561197962949469,andrewv71
76561197962949475,Dragunov
76561197962949514,Viperan
76561197962949524,no.reply
76561197962949599,Deadsage
76561197962949602,howie
76561197962949656,^WpnX
76561197962949810,Fr.A.nK
76561197962950092,Magic_Duck
76561197962950125,-[DH]-M3TI$ *Qc*
76561197962950340,detain
76561197962950450,Xian
76561197962950610,pecman
76561197962950637,Nick
76561197962950642,diddy
76561197962950650,Crazy Shovel Man
76561197962950660,the-rapist
76561197962950799,Frrresh Prince !
76561197962950877,CaPiTaN
76561197962950941,maxdark
76561197962950942,Ohmybad
76561197962950946,[YG]James
76561197962950958,DeafDumbBlindKid
76561197962951041,LukeAR
76561197962951104,â‰¡Shimaâ‰¡Pantsuâ‰¡
76561197962951188,Gman3451
76561197962951231,register plz #yoloswag
76561197962951287,[B.o.E]Mutt
76561197962951296,Dejahar
76561197962951330,ManStallion
76561197962951336,nachiiiitouUuuu@pel0taizER :_]
76561197962951406,Sear
76561197962951424,>(DM)< Meep
76561197962951512,Lunatics 'R' Us
76561197962951546,Dagobert im Goldrausch
76561197962951616,Bright Nooblar
76561197962951671,Panther Paul
76561197962951706,Tony
76561197962951712,X!n
76561197962951854,Stephen Abootman
76561197962951864,newimer
76561197962951960,Skunk
76561197962951997,Agent Johnson
76561197962952039,Radimus
76561197962952047,fitz_corp
76561197962952140,carlos
76561197962952292,MilkLord
76561197962952463,nm.vancouver
76561197962952699,Rattatusch
76561197962952736,Oversteer
76561197962952824,Dreadon
76561197962952827,skatch
76561197962952843,nerv
76561197962952966,bloatedWalrus
76561197962953044,manion
76561197962953072,It's Madness!!
76561197962953115,Deja Vu
76561197962953382,Silent Tardis
76561197962953471,GOLiATH >>bLaMo
76561197962953558,Frenchy
76561197962953569,AleX
76561197962953630,Rasol
76561197962953655,Carrington
76561197962953709,b-wayne
76561197962953777,Pinky
76561197962953826,Tr0ubl3 ` DARE
76561197962953880,Gryfalcon
76561197962953883,Happysmile
76561197962953972,Pooty
76561197962953975,martin_polo
76561197962953987,Fed
76561197962954026,TheEggMan
76561197962954041,BitPuma
76561197962954050,Gaijin
76561197962954180,Jon The Baptist
76561197962954326,Militant Atheist
76561197962954376,Bouli
76561197962954769,SkyHawk
76561197962954837,TT | Roadley
76561197962954938,ttqismine
76561197962955059,!GS|radiogurra
76561197962955083,Maethor
76561197962955124,bat
76561197962955249,RIPFLEX
76561197962955493,^0The Crow
76561197962955580,Jason Vance
76561197962955644,[H.P.A.W.]Mempf
76561197962955704,tazmanNY14602
76561197962955810,monkeY
76561197962955817,SWINE
76561197962955992,Ahhnuld
76561197962956029,-XDK-Xavier
76561197962956072,Chase Budd
76561197962956074,omgi
76561197962956172,[R]ewind
76561197962956216,v3n0m
76561197962956267,BustaCAPinU
76561197962956370,Pestilence
76561197962956420,hardrive
76561197962956480,[ARP]ElPolloDiablo
76561197962956501,Dualhammers
76561197962956535,Rams
76561197962956654,l NeK l
76561197962956656,Mysticode
76561197962956913,mitten
76561197962957007,emote_control
76561197962957108,BBK
76561197962957189,moOsh
76561197962957205,Estimated Prophet
76561197962957320,Tempered
76561197962957336,dojishoju
76561197962957363,TinglingSensation
76561197962957385,d0step
76561197962957566,lx // twitch.tv/lexcs
76561197962957660,VoVcHoNoK
76561197962957685,danisawesome
76561197962957789,Heresy_Fnord
76561197962957829,[dsr.enigma]
76561197962957859,SexyRyder
76561197962957867,SeaLlama
76561197962957915,cok4iN*
76561197962957937,canuck99
76561197962958123,Smitty Werben J. M. Jensen
76561197962958144,SirPotter
76561197962958145,The Stickface
76561197962958304,[BX] Eric_Jedi
76561197962958372,aeo
76561197962958419,blunt
76561197962958526,[TNRBFF]athlonduke
76561197962958597,cowcow <3
76561197962958623,schneef
76561197962958721,|2ic3
76561197962958746,TheBraveLittleToaster
76561197962958968,Â¹Ð©áº§Ã­ÙŠÃ­Å‹
76561197962959047,-    jpz
76561197962959055,G-Pain!
76561197962959148,Pip
76561197962959164,Johncovich.
76561197962959175,DaveTheVagrant
76561197962959187,mcardarella
76561197962959191,Stresla
76561197962959422,ExciteBike
76561197962959715,Tiro de Festim
76561197962959788,ArnÃ¾Ã³r
76561197962959942,Zavber
76561197962959954,PRAWUs
76561197962959989,Us3r P1ck
76561197962960017,g1139
76561197962960173,littleMATT
76561197962960220,CrazyBronto
76561197962960287,ScootcH!
76561197962960302,rhero
76561197962960305,[Roost] Frogbert Three Beards
76561197962960361,Ironblood
76561197962960452,Deviende
76561197962960476,Mr.Hanke
76561197962960522,LetsKillDave
76561197962960599,Star-crossed
76561197962960810,Draylin
76561197962960927,omgitsgene
76561197962960959,Flako' #Jeff
76561197962961227,Kerith
76561197962961259,Tyler
76561197962961297,LUE-Tang Starman
76561197962961339,-=GHS=-Vintage GGODD2
76561197962961361,Mad Bomber
76561197962961757,Wharf_Rat_01
76561197962961855,Demon357
76561197962961912,volt^^
76561197962961930,luv
76561197962962165,][=][yDrO
76561197962962203,GSTQ
76561197962962363,JonShado
76561197962962389,Krisj
76561197962962392,NoLameZ
76561197962962406,shotgun666rawk
76561197962962418,OtZEnManN
76561197962962457,Imodium
76561197962962530,Tomme
76561197962962656,SKYNET
76561197962962690,Capsule38
76561197962962691,Professor Necro-Dead
76561197962962882,arto747
76561197962962981,DureX | Sensitive
76561197962963027,ScrinMaster
76561197962963181,Br3nd4n
76561197962963185,Corwin23
76561197962963357,Â¤JFÂ¤ Wittig
76561197962963421,STONE
76561197962963652,Ignig
76561197962963654,Nereid
76561197962963936,Nulleeet
76561197962964242,tronni G
76561197962964261,Fishy
76561197962964621,[EPDMC] Bulldozer
76561197962964683,É©ÉÉ¥É”ÉÉ¿ÉÉ¯
76561197962964721,Axol
76561197962964895,Gruesomepenny
76561197962965133,-=MM=- Darkrage
76561197962965300,ABsolute[CGA]
76561197962965649,Heart of Rabbit
76561197962965693,utakata
76561197962965708,Surfe
76561197962965765,nai
76561197962965803,mark.tainton
76561197962965894,NaNg
76561197962966316,Xargon
76561197962966344,Jelaks serverdata
76561197962966404,Payback
76561197962966454,Werewolf
76561197962966502,goocher
76561197962966555,[Â°_Â°] Androwski ^0'^1'^3'
76561197962966627,rancidwin
76561197962966644,Garrana 1978
76561197962966702,xpull_the_triggerx
76561197962966731,NivareGee
76561197962966842,SemS
76561197962966901,Gabller
76561197962966911,CharlieSierra24
76561197962967020,-=[JuSt]=-HARDY
76561197962967156,Sqied
76561197962967174,Roca
76561197962967179,aboroth
76561197962967211,Comrade Badger
76561197962967224,MrMister
76561197962967235,[S]hadow{SS00}
76561197962967327,Earthbound
76561197962967339,Bishop
76561197962967446,TunaFisken
76561197962967463,YJL | Chris
76561197962967524,MrHatebreed
76561197962967587,[P.C.Q.]Barcelona Bloom
76561197962967807,jasonsrus
76561197962967860,papa schlumpf
76561197962967936,BigDan
76561197962968073,private snafu
76561197962968359,Presidente Fox
76561197962968382,Toxik[a]
76561197962968423,Dhaenon
76561197962968525,gRaDiUs
76561197962968539,Tripou.
76561197962968863,anleifr
76561197962968872,â€¢ Ham Med Skeen! â€¢
76561197962968918,KooZcoH
76561197962969034,greatoneek
76561197962969054,j_ettar
76561197962969075,ZeroX.TSJ
76561197962969262,tank
76561197962969277,GuiWaess*
76561197962969321,anub
76561197962969427,Dockers CRS 1.6
76561197962969446,Biggie
76561197962969776,mfsalgado25
76561197962969834,][k-0s][
76561197962969872,arrnektornal
76561197962969930,Nimgoble
76561197962970136,Alex la BÃ©daine
76561197962970191,Mr Hat n' Clogs
76561197962970312,Atomic DoG
76561197962970387,Engelsan
76561197962970563,Psycho|Dad
76561197962970618,HellFire
76561197962970880,TrollHorn
76561197962970941,[KD] Hjf288
76561197962971074,Riboflavin
76561197962971076,FoXeh
76561197962971308,Reektan
76561197962971407,Diamondback
76561197962971621,mrgadget3728
76561197962971630,HeadCrabZombie
76561197962971761,MadDog
76561197962971805,babOOn
76561197962971880,sheep
76561197962971966,PEANUT
76561197962972103,Mauke Recrute
76561197962972344,rubicant78
76561197962972424,Bahlzahn Yuerchin
76561197962972476,Black Jesus
76561197962972614,xtr3M3
76561197962972652,PwnSauceizzle
76561197962972694,NikoTIze
76561197962972726,Hr Weed Dan
76561197962972738,DrGiggle
76561197962972766,Andi =)
76561197962972875,Nador
76561197962972892,007
76561197962973154,YUKI.N>
76561197962973184,TJ
76561197962973208,vchrist
76561197962973261,dsia
76561197962973271,Galps panic
76561197962973295,FailwithStyle
76561197962973405,mindbullets
76561197962973428,NightStripes
76561197962973495,Gao Gao
76561197962973498,_gazda_
76561197962973577,Rilude
76561197962973647,puls3
76561197962973666,-ll-
76561197962973671,Past0ri
76561197962973746,Robo-Connery
76561197962973798,FucNuUp
76561197962973906,City_Hunter
76561197962974013,Project90
76561197962974026,TrashK
76561197962974066,Settings
76561197962974122,Graybeard
76561197962974261,qunan
76561197962974273,thePenitent
76561197962974319,Pelican
76561197962974357,FEMMY
76561197962974379,Smiley02
76561197962974598,Daft Skunk
76561197962974708,VaLk
76561197962974718,Maladjester
76561197962974798,Var - Norse
76561197962974870,prae
76561197962974976,kasimor
76561197962975020,Caporal-Ketchup
76561197962975037,Longbaugh
76561197962975048,Nyf
76561197962975238,miragN
76561197962975404,Good Hash | Ð¢Ð²Ñ‘Ñ€Ð´Ñ‹Ð¹
76561197962975414,Coogee
76561197962975460,PrivateParts
76561197962975499,RoNNe
76561197962975561,Plain Stupid
76561197962975935,ATG82
76561197962976017,Gzmoe
76561197962976019,jan
76561197962976032,BettyWhite
76561197962976162,SloppyJoe
76561197962976163,epic_al
76561197962976238,Dr. House - [Bedroom Intruder]
76561197962976261,dradeel
76561197962976368,Chisss
76561197962976396,sasmccrass
76561197962976429,MiKE
76561197962976510,Jeff-The-God-of-Biscuits
76561197962976598,jaybenaduchi #vector
76561197962976652,MoNkEy
76561197962976778,[FDRDLOP]Pindz =BRA=
76561197962976796,pWHOp
76561197962976893,deadjim
76561197962976918,WilliePete
76561197962976924,Chiruka ãƒ„
76561197962977051,DaLe | SWE
76561197962977133,zacK*
76561197962977163,Bfrere
76561197962977164,TonyHxC
76561197962977484,Wialla
76561197962977639,LT | Lantenac
76561197962977892,Hungarian-Meat-Sword
76561197962977923,Rickard
76561197962977967,GS DustDragon
76561197962977976,Pierro
76561197962978066,cA | kobe.
76561197962978092,Octol
76561197962978140,FiReMeL Ù©à¹Ì¯Í¡à¹)Û¶
76561197962978203,TheGreatSmiter
76561197962978246,Moofman.
76561197962978252,get KRUNK
76561197962978259,matter
76561197962978303,James
76561197962978326,RockSClo
76561197962978351,St4rf1sh
76561197962978561,beerybonce
76561197962978677,/diego4tw
76561197962978715,[WITRAG]Rodan
76561197962978861,Cpt. Confident Penis
76561197962978914,rsanto44
76561197962978923,Disabl3d
76561197962979035,Xbar Matic
76561197962979114,Duke24
76561197962979151,bierbuddha
76561197962979224,mfj
76561197962979315,umit
76561197962979515,Mojica
76561197962979519,Eric
76561197962979527,-[Unicorn]-
76561197962979594,lee890910
76561197962979603,Basher
76561197962979663,tree.fitty
76561197962979715,Sea-Mitt
76561197962979728,Zloom
76561197962979736,kRypto
76561197962979937,boom
76561197962980057,Jrock
76561197962980177,NotoriouS
76561197962980209,vannflyhite
76561197962980225,Snarker
76561197962980382,T-Money
76561197962980483,| DF | Zokka
76561197962980636,rgomezer
76561197962980639,kyoryu
76561197962980640,Cokeroft
76561197962980727,sLing
76561197962980733,Stylin
76561197962980791,Esolu
76561197962980819,Bear
76561197962980831,General_Chaos
76561197962980877,Berta
76561197962981005,Mr. Grimm
76561197962981094,Rusty Shackleford
76561197962981132,Jinxed
76561197962981136,fgreen123456
76561197962981219,One-FISH-
76561197962981252,grey 13
76561197962981275,Morbid
76561197962981296,<-gdcs-> PsYcHoNuTs
76561197962981307,Scooby
76561197962981362,Michael Jackson
76561197962981421,84e_Cad_PSURyan
76561197962981498,PVT Cooper
76561197962981517,[ERT]hyphon
76561197962981604,CountD
76561197962981643,jws381
76561197962981706,d3structor
76561197962981749,KnIvEs
76561197962981866,Stealth-unit
76561197962981947,Dolphin_Dookie
76561197962981980,lucky jim
76561197962982050,1st Lt Pompocho
76561197962982385,DigitalViolenc3
76561197962982491,luke      music
76561197962982544,OmegaSeven
76561197962982557,Ub3r Sold4t
76561197962982818,-ÃŸÐ¯Ò¢- RegiRock [DG]
76561197962982838,Halfkarma
76561197962982862,Mantis
76561197962982903,Mr.Drow
76561197962982975,Metal_Mario
76561197962983004,Gaya
76561197962983025,Shiva
76561197962983042,bait
76561197962983090,Gopher
76561197962983322,lord_heero77478
76561197962983328,gusano
76561197962983376,zahqo
76561197962983384,[iKnot] Kalreborn
76561197962983403,Dirty Ferrel
76561197962983480,L5. Percy
76561197962983489,Wraith
76561197962983515,[tlc]Artic1
76561197962983524,Bluemeanie
76561197962983607,banana
76561197962983623,Dully
76561197962983665,Raege
76561197962983679,Adam
76561197962983821,Denver Mike
76561197962983951,Dense
76561197962984046,-=STG=- link_108 [pD]
76561197962984060,Antytodo
76561197962984139,Hubuki@k
76561197962984229,Dikwad
76561197962984535,[MGW] space_monkey
76561197962984553,Fazermint
76561197962984995,à¹–Û£ÛœAffl1ction
76561197962985185,vrallie
76561197962985197,R9
76561197962985550,DrunkenJim
76561197962985633,SweLogan
76561197962985831,Fait
76561197962985901,L05T50UL
76561197962985918,SaMuelin
76561197962986383,camping? no its defending!
76561197962986462,ShenTraX
76561197962986469,Nilsson
76561197962986782,Sparty
76561197962986816,SSabSSal
76561197962986928,jaydoski
76561197962986992,BruGA44
76561197962987000,TheGreekZeek
76561197962987052,Ð­Ð ÐžÐ_Ð”ÐžÐ_Ð”ÐžÐ
76561197962987183,StarFisher
76561197962987266,Doh!Nutz
76561197962987375,Migurrr
76561197962987410,rb100
76561197962987434,Muhammad Bukkakeface
76561197962987480,stephane.fita
76561197962987598,Sumesh Hassan
76561197962987816,Zack
76561197962987867,Krugatron
76561197962987930,arolds
76561197962987973,Me Gusta
76561197962988061,nounours62100
76561197962988099,Asrog
76561197962988585,ElMouse
76561197962988704,Raven
76561197962988750,Delaric
76561197962989012,Guerrero
76561197962989187,austin
76561197962989250,glinn
76561197962989567,Rotagar
76561197962989612,ãƒ‡ã‚£ã‚¹ã‚¯
76561197962989650,ÆÆ“Æ 
76561197962989699,steinar
76561197962989736,DMG | Invizibizle
76561197962989905,Smile it confuses people :)
76561197962989959,Pantas
76561197962990112,Furax
76561197962990119,BRONZA
76561197962990274,relaxbob
76561197962990296,>>Face Angel<<
76561197962990332,PvC_
76561197962990458,T2
76561197962990526,judgeDealer
76561197962990634,moro
76561197962990719,ZeRo
76561197962990748,KriegsSchwein Â¦ Ð²lÏŠÑ‚z
76561197962990922,Danni
76561197962990930,mysterpurple
76561197962991092,Dasein
76561197962991103,Bossor
